"impianto","comune_ubicazione","provincia_ubicazione","rifiuto_trattato"
"TEOREMA S.P.A. - RICRERO -SERVECO - RECUPERI PUGLIESI S.R.L. - EKO-GEST S.R.L.","ACQUAVIVA DELLE FONTI","BARI","15 01 02 - imballaggi in plastica "
"TEOREMA S.P.A. - SERVECO - RECUPERI PUGLIESI S.R.L.","ACQUAVIVA DELLE FONTI","BARI","15 01 02 - imballaggi in plastica "
"TERMITE DOMENICO","POLIGNANO A MARE","BARI","17 04 05 - ferro e acciaio"
"TERMITE DOMENICO","POLIGNANO A MARE","BARI","20 01 40 - metallo "
"TERRACUBE SRL","GIOIA DEL COLLE","BARI","00 00 00 - Altro - Non specificato"
"TERSAN  PUGLIA + ASECO","BARLETTA","BARLETTA ANDRIA TRANI","20 01 08 - rifiuti biodegradabili di cucine e mense"
"TERSAN  PUGLIA + ASECO","BARLETTA","BARLETTA ANDRIA TRANI","20 03 02 - rifiuti dei mercati"
"TERSAN PUGLIA S.P.A.","MODUGNO","BARI","15 01 01 - imballaggi in carta e cartone "
"TERSAN PUGLIA S.P.A.","MODUGNO","BARI","15 01 06 - imballaggi in materiali misti "
"TERSAN PUGLIA S.P.A.","MODUGNO","BARI","16 06 01 -  batterie al piombo"
"TERSAN PUGLIA S.P.A.","MODUGNO","BARI","20 01 01 - carta e cartone "
"TERSAN PUGLIA S.P.A.","MODUGNO","BARI","20 01 08 - rifiuti biodegradabili di cucine e mense"
"TERSAN PUGLIA S.P.A.","MODUGNO","BARI","20 01 08 - rifiuti biodegradabili di cucine e mense "
"TERSAN PUGLIA S.P.A.","MODUGNO","BARI","20 01 08 - rifiuti biodegradabili di cucine e mense  "
"TERSAN PUGLIA S.P.A.","MODUGNO","BARI","20 01 10 - abbigliamento "
"TERSAN PUGLIA S.P.A.","MODUGNO","BARI","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi "
"TERSAN PUGLIA S.P.A.","MODUGNO","BARI","20 01 25 - oli e grassi commestibili"
"TERSAN PUGLIA S.P.A.","MODUGNO","BARI","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31"
"TERSAN PUGLIA S.P.A.","MODUGNO","BARI","20 01 35 -  apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi"
"TERSAN PUGLIA S.P.A.","MODUGNO","BARI","20 01 36 - apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35 "
"TERSAN PUGLIA S.P.A.","MODUGNO","BARI","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"TERSAN PUGLIA S.P.A.","MODUGNO","BARI","20 01 40 - metallo "
"TERSAN PUGLIA S.P.A.","MODUGNO","BARI","20 02 01 - rifiuti biodegradabili"
"TERSAN PUGLIA S.P.A.","MODUGNO","BARI","20 02 01 - rifiuti biodegradabili "
"TERSAN PUGLIA S.P.A.","MODUGNO","BARI","20 03 02 - rifiuti dei mercati"
"TERSAN PUGLIA S.P.A.","MODUGNO","BARI","20 03 02 - rifiuti dei mercati "
"TERSAN PUGLIA S.P.A.","MODUGNO","BARI","20 03 07 - rifiuti ingombranti a recupero "
"TERSAN PUGLIA S.P.A.","MODUGNO","BARI","20 03 07 - rifiuti ingombranti a smaltimento "
"TERSAN PUGLIA S.P.A.","MODUGNO","BARI","20 03 99 - rifiuti urbani non specificati altrimenti"
"TERSAN PUGLIA S.P.A. - A.GE.CO.S. S.P.A.","MODUGNO","BARI","20 01 08 - rifiuti biodegradabili di cucine e mense"
"TERSAN PUGLIA S.P.A. - ASECO S.P.A.","MODUGNO","BARI","20 01 08 - rifiuti biodegradabili di cucine e mense"
"TERSAN PUGLIA S.P.A. - ASECO S.P.A.","MODUGNO","BARI","20 03 02 - rifiuti dei mercati"
"TERSAN PUGLIA S.P.A. - BIO ECO AGRIM S.R.L.","MODUGNO","BARI","20 01 08 - rifiuti biodegradabili di cucine e mense"
"TERSAN PUGLIA SPA / BIO ECO AGRIM SRL","BARLETTA","BARLETTA ANDRIA TRANI","20 01 08 - rifiuti biodegradabili di cucine e mense"
"TERSAN PUGLIA SPA / BIO ECO AGRIM SRL","BARLETTA","BARLETTA ANDRIA TRANI","20 02 01 - rifiuti biodegradabili "
"TERSAN PUGLIA SPA / BIO ECO AGRIM SRL","BARLETTA","BARLETTA ANDRIA TRANI","20 03 02 - rifiuti dei mercati"
"TERSAN PUGLIA S.P.A. - ECO AMBIENTE SUD S.R.L.","MODUGNO","BARI","20 02 01 - rifiuti biodegradabili "
"TERSAN PUGLIA S.P.A. - ECOLAV S.R.L.","MODUGNO","BARI","20 02 01 - rifiuti biodegradabili "
"TERSAN PUGLIA S.P.A. - EDEN 94 S.R.L.","MODUGNO","BARI","20 01 08 - rifiuti biodegradabili di cucine e mense"
"TERSAN PUGLIA S.P.A. - PATRUNO ECOSERVICE","MODUGNO","BARI","20 02 01 - rifiuti biodegradabili "
"TERSAN PUGLIA S.P.A. - PROGEVA S.R.L.","MODUGNO","BARI","20 01 08 - rifiuti biodegradabili di cucine e mense"
"TERSAN PUGLIA S.P.A. - PROGEVA S.R.L.","MODUGNO","BARI","20 01 08 - rifiuti biodegradabili di cucine e mense"
"TERSAN PUGLIA S.P.A. - RECUPERI PUGLIESI S.R.L.","MODUGNO","BARI","20 02 01 - rifiuti biodegradabili "
"TERSAN PUGLIA S.P.A. - SUD ITALIA S.P.A.","MODUGNO","BARI","20 03 02 - rifiuti dei mercati"
"T.L. ECOLOGY S.R.L","BISCEGLIE","BARLETTA ANDRIA TRANI","20 02 01 - rifiuti biodegradabili "
"T.M.M. DEMOLIZIONI S.R.L.","BRINDISI","BRINDISI","12 01 01 - limatura e trucioli di materiali ferrosi "
"T.M.M. DEMOLIZIONI S.R.L.","BRINDISI","BRINDISI","12 01 03 - limatura e trucioli di materiali non ferrosi "
"T.M.M. DEMOLIZIONI S.R.L.","BRINDISI","BRINDISI","17 04 02 - alluminio"
"T.M.M. DEMOLIZIONI S.R.L.","BRINDISI","BRINDISI","17 04 02 - alluminio "
"TRA.DE.CO. S.R.L.","ALTAMURA","BARI","15 01 01 - imballaggi in carta e cartone "
"TRA.DE.CO. S.R.L.","ALTAMURA","BARI","15 01 02 - imballaggi in plastica "
"TRA.DE.CO. S.R.L.","ALTAMURA","BARI","15 01 06 - imballaggi in materiali misti "
"TRA.DE.CO. S.R.L.","ALTAMURA","BARI","15 01 07 - imballaggi in vetro "
"TRA.DE.CO. S.R.L.","ALTAMURA","BARI","20 01 01 - carta e cartone "
"TRA.DE.CO. S.R.L.","ALTAMURA","BARI","20 01 08 - rifiuti biodegradabili di cucine e mense"
"TRA.DE.CO. S.R.L.","ALTAMURA","BARI","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi "
"TRA.DE.CO. S.R.L.","ALTAMURA","BARI","20 01 25 - oli e grassi commestibili"
"TRA.DE.CO. S.R.L.","ALTAMURA","BARI","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31"
"TRA.DE.CO. S.R.L.","ALTAMURA","BARI","20 01 35 -  apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi"
"TRA.DE.CO. S.R.L.","ALTAMURA","BARI","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"TRA.DE.CO. S.R.L.","ALTAMURA","BARI","20 02 01 - rifiuti biodegradabili "
"TRA.DE.CO. S.R.L.","ALTAMURA","BARI","20 03 01 - rifiuti urbani non differenziati "
"TRA.DE.CO. S.R.L.","ALTAMURA","BARI","20 03 07 - rifiuti ingombranti a smaltimento "
"TRA.DE.CO S.R.L. - EKO-GEST S.R.L.","ALBEROBELLO","BARI","15 01 01 - imballaggi in carta e cartone "
"TRA.DE.CO S.R.L. - EKO-GEST S.R.L.","ALBEROBELLO","BARI","15 01 02 - imballaggi in plastica "
"TRA.DE.CO S.R.L. - EKO-GEST S.R.L.","ALBEROBELLO","BARI","20 01 01 - carta e cartone "
"TRA.DE.CO S.R.L. - EKO-GEST S.R.L.","ALBEROBELLO","BARI","20 03 07 - rifiuti ingombranti a recupero "
"TRA.DE.CO S.R.L. - EKO-GEST S.R.L. - NOE' GIUSEPPE S.R.L.","ALBEROBELLO","BARI","15 01 01 - imballaggi in carta e cartone "
"TRA.DE.CO S.R.L. - EKO-GEST S.R.L. - NOE' GIUSEPPE S.R.L.","ALBEROBELLO","BARI","15 01 02 - imballaggi in plastica "
"TRA.DE.CO S.R.L. - EKO-GEST S.R.L. - NOE' GIUSEPPE S.R.L.","ALBEROBELLO","BARI","20 01 01 - carta e cartone "
"TRA.DE.CO. SRL - LA RECUPERO MACERO DI DE FAZIO NICOLA","ALTAMURA","BARI","15 01 02 - imballaggi in plastica "
"TRA.DE.CO S.R.L. - NOE' GIUSEPPE S.R.L.","ALBEROBELLO","BARI","15 01 01 - imballaggi in carta e cartone "
"TRA.DE.CO S.R.L. - NOE' GIUSEPPE S.R.L.","ALBEROBELLO","BARI","15 01 02 - imballaggi in plastica "
"TRA.DE.CO S.R.L. - NOE' GIUSEPPE S.R.L.","ALBEROBELLO","BARI","20 01 01 - carta e cartone "
"TRA.DE.CO. S.R.L. - TRA.SMA.R. S.A.S","ALTAMURA","BARI","15 01 01 - imballaggi in carta e cartone "
"TRA.DE.CO. S.R.L. - TRA.SMA.R. S.A.S","ALTAMURA","BARI","20 01 01 - carta e cartone "
"TRAETTA FILIPPO ECOLOGIA srl","BITONTO","BARI","20 03 04 - fanghi delle fosse settiche "
"TRANI METALLI S.R.L.","TRANI","BARLETTA ANDRIA TRANI","20 01 01 - carta e cartone "
"TRANI METALLI S.R.L.","TRANI","BARLETTA ANDRIA TRANI","20 01 40 - metallo "
"TRAPER S.R.L.","BITONTO","BARI","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"TRAPER S.R.L.","BITONTO","BARI","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03 "
"TRA.SMA.R. S.A.S. - A.S.M. MOLFETTA","BISCEGLIE","BARLETTA ANDRIA TRANI","15 01 01 - imballaggi in carta e cartone "
"TRA.SMA.R. S.A.S. - A.S.M. MOLFETTA","BISCEGLIE","BARLETTA ANDRIA TRANI","15 01 02 - imballaggi in plastica "
"TRA.SMA.R. S.A.S. - A.S.M. MOLFETTA","BISCEGLIE","BARLETTA ANDRIA TRANI","20 01 01 - carta e cartone "
"TRA.SMA.R. S.A.S. - A.S.M. MOLFETTA","BISCEGLIE","BARLETTA ANDRIA TRANI","20 01 39 - plastica "
"TRA.SMA.R. S.A.S. - A.S.M. MOLFETTA","BISCEGLIE","BARLETTA ANDRIA TRANI","20 03 07 - rifiuti ingombranti a recupero "
"TRASPORTI SPECIALI DI FRACCALVIERI NICOLA ","PUTIGNANO","BARI","20 02 01 - rifiuti biodegradabili "
"TRED S.A.S. DI DINOI GIANPIERO E DINOI ALESSANDRO E C.","MANDURIA","TARANTO","15 01 07 - imballaggi in vetro "
"TRED S.A.S. DI DINOI GIANPIERO E DINOI ALESSANDRO E C.","MANDURIA","TARANTO","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"TRE ESSE S.R.L.","FOGGIA","FOGGIA","15 01 04 - imballaggi metallici "
"TRE ESSE S.R.L.","FOGGIA","FOGGIA","17 04 05 - ferro e acciaio"
"TRE ESSE S.R.L.","FOGGIA","FOGGIA","17 04 05 - ferro e acciaio "
"TRE R A S.R.L. ","BITONTO","BARI","17 01 07 - miscugli o scorie di cemento, mattoni, mattonelle e ceramiche, diverse da quelle di cui alla voce 17 01 06"
"TROILO S.R.L.","PUTIGNANO","BARI","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"TROILO S.R.L.","PUTIGNANO","BARI","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03 "
"TROILO S.R.L.","PUTIGNANO","BARI","19 09 04 - carbone attivo esaurito "
"TURI SEBASTIANO","MONOPOLI","BARI","17 01 07 - miscugli o scorie di cemento, mattoni, mattonelle e ceramiche, diverse da quelle di cui alla voce 17 01 06"
"TURI SEBASTIANO","MONOPOLI","BARI","17 05 04 - terra e rocce, diverse da quelle di cui alla voce 17 05 03"
"TURI SEBASTIANO","MONOPOLI","BARI","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"URBE SNC DI DONATO BELLANOVA E ANTONIO URSO","CEGLIE MESSAPICA","BRINDISI","20 01 10 - abbigliamento "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","00 00 00 - Altro - Non specificato"
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","08 01 11 -  pitture e vernici di scarto, contenenti solventi organici o altre sostanze pericolose"
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","08 03 18 - toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17"
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","08 03 18 - toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17 "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","13 01 13 -  altri oli per circuiti idraulici "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","13 02 04 -  scarti di olio minerale per motori, ingranaggi e lubrificazione, clorurati"
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","13 02 08 -  altri oli per motori, ingranaggi e lubrificazione"
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","13 02 08 -  altri oli per motori, ingranaggi e lubrificazione "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","13 07 01 -  olio combustibile e carburante diesel "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","13 08 02 -  altre emulsioni "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","15 01 01 - imballaggi in carta e cartone "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","15 01 06 - imballaggi in materiali misti "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","15 01 10 -  imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze"
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","15 01 10 -  imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","15 02 02 -  assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","16 01 03 - pneumatici fuori uso"
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","16 01 03 - pneumatici fuori uso "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","16 01 07 -  filtri dell'olio "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","16 02 11 -  apparecchiature fuori uso, contenenti clorofluorocarburi, HCFC, HFC "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","16 02 13 -  apparecchiature fuori uso, contenenti componenti pericolosi diversi da quelli di cui alle voci 16 02 09 e 16 02 12"
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","16 02 14 - apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13"
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","16 05 04 -  gas in contenitori a pressione (compresi gli halon), contenenti sostanze pericolose"
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","16 05 04 -  gas in contenitori a pressione (compresi gli halon), contenenti sostanze pericolose "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","16 06 01 -  batterie al piombo"
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","16 06 01 -  batterie al piombo "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","16 06 04 - batterie alcaline (tranne 16 06 03)"
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","16 06 04 - batterie alcaline (tranne 16 06 03) "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","16 10 02 - soluzioni acquose di scarto, diverse da quelle di cui alla voce 16 10 01 "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","17 04 05 - ferro e acciaio"
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","18 01 03 -  rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni"
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","20 01 02 - vetro "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","20 01 10 - abbigliamento "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","20 01 21 - tubi fluorescenti ed altri rifiuti contenenti mercurio"
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","20 01 25 - oli e grassi commestibili"
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","20 01 25 - oli e grassi commestibili "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","20 01 26 -  oli e grassi diversi da quelli di cui alla voce 20 01 25"
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","20 01 26 -  oli e grassi diversi da quelli di cui alla voce 20 01 25 "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","20 01 27 -  vernici, inchiostri, adesivi e resine contenenti sostanze pericolose"
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","20 01 27 -  vernici, inchiostri, adesivi e resine contenenti sostanze pericolose "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","20 01 28 - vernici, inchiostri, adesivi e resine diversi da quelli di cui alla voce 20 01 27"
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","20 01 28 - vernici, inchiostri, adesivi e resine diversi da quelli di cui alla voce 20 01 27 "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie"
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","20 01 34 - batterie e accumulatori diversi da quelli di cui alla voce 20 01 33"
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","20 01 34 - batterie e accumulatori diversi da quelli di cui alla voce 20 01 33 "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","20 01 35 -  apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi"
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","20 01 36 - apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35 "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","20 01 40 - metallo "
"VERONICO NICOLA S.R.L.","MODUGNO","BARI","20 03 07 - rifiuti ingombranti a recupero "
"VERONICO NICOLA S.R.L. - AMIU PUGLIA S.P.A.","BARI","BARI","20 01 25 - oli e grassi commestibili"
"VERONICO NICOLA S.R.L. - AMIU PUGLIA S.P.A.","BARI","BARI","20 01 25 - oli e grassi commestibili "
"VERONICO NICOLA S.R.L. - ECOLAV S.R.L.","MODUGNO","BARI","16 06 01 -  batterie al piombo"
"VERONICO NICOLA S.R.L. - PATRUNO ECOSERVICE S.R.L.","CAPURSO","BARI","20 01 25 - oli e grassi commestibili"
"VERONICO NICOLA S.R.L. - PATRUNO ECOSERVICE S.R.L.","CAPURSO","BARI","20 01 25 - oli e grassi commestibili "
"VERONICO NICOLA S.R.L. - PATRUNO ECOSERVICE S.R.L.","CAPURSO","BARI","20 02 01 - rifiuti biodegradabili "
"VERONICO NICOLA S.R.L. - RI.PALSTIC S.R.L.","CAPURSO","BARI","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie "
"VERONICO NICOLA S.R.L. - SOLOIL S.R.L.","CAPURSO","BARI","20 01 25 - oli e grassi commestibili "
"VILCALCE SNC DEI F.LLI MICCOLI ","VILLA CASTELLI","BRINDISI","15 01 03 - imballaggi in legno "
"VILCALCE SNC DEI F.LLI MICCOLI ","VILLA CASTELLI","BRINDISI","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37"
"VILCALCE SNC DEI F.LLI MICCOLI ","VILLA CASTELLI","BRINDISI","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"VIMA INERTI S.R.L. ","BITONTO","BARI","17 05 05 -  fanghi di dragaggio, contenente sostanze pericolose "
"VIMA INERTI S.R.L. ","BITONTO","BARI","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"VIMA METALLI DI MALERBA VINCENZO","MONOPOLI","BARI","17 04 05 - ferro e acciaio"
"VIMA METALLI DI MALERBA VINCENZO","MONOPOLI","BARI","17 04 05 - ferro e acciaio "
"VINTAGE - A.S.M. MOLFETTA","SAN SEVERO","FOGGIA","20 01 10 - abbigliamento "
"VINTAGE - CANNONE","SAN SEVERO","FOGGIA","20 01 10 - abbigliamento "
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","00 00 00 - Altro - Non specificato"
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","02 01 10 - rifiuti metallici "
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","15 01 01 - imballaggi in carta e cartone "
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","15 01 02 - imballaggi in plastica "
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","15 01 03 - imballaggi in legno "
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","15 01 04 - imballaggi metallici "
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","15 01 06 - imballaggi in materiali misti "
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","15 01 07 - imballaggi in vetro "
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","15 01 10 -  imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze"
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","15 01 10 -  imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze "
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","16 01 03 - pneumatici fuori uso"
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","20 01 00 - frazioni oggetto di raccolta differenziata (tranne 15 01 00)"
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","20 01 00 - frazioni oggetto di raccolta differenziata (tranne 15 01 00) "
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","20 01 01 - carta e cartone "
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","20 01 02 - vetro "
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","20 01 08 - rifiuti biodegradabili di cucine e mense"
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","20 01 10 - abbigliamento"
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","20 01 10 - abbigliamento "
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","20 01 11 - prodotti tessili "
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","20 01 21 - tubi fluorescenti ed altri rifiuti contenenti mercurio"
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi "
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","20 01 25 - oli e grassi commestibili"
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","20 01 25 - oli e grassi commestibili "
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","20 01 35 -  apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi"
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","20 01 36 - apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35 "
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","20 01 40 - metallo "
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","20 01 99 - altre frazioni non specificate altrimenti"
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","20 03 01 - rifiuti urbani non differenziati "
"VINTAGE  DI CAPILLO ANTONIO - S.P. 20","SAN SEVERO","FOGGIA","20 03 07 - rifiuti ingombranti a recupero "
"VINTAGE  DI CAPILLO ANTONIO - S.S. 89","APRICENA","FOGGIA","20 01 10 - abbigliamento "
"VINTAGE S.R.L.","SAN SEVERO","FOGGIA","00 00 00 - Altro - Non specificato"
"VINTAGE S.R.L.","SAN SEVERO","FOGGIA","02 01 10 - rifiuti metallici "
"VINTAGE S.R.L.","SAN SEVERO","FOGGIA","15 01 01 - imballaggi in carta e cartone "
"VINTAGE S.R.L.","SAN SEVERO","FOGGIA","15 01 02 - imballaggi in plastica "
"VINTAGE S.R.L.","SAN SEVERO","FOGGIA","15 01 03 - imballaggi in legno "
"VINTAGE S.R.L.","SAN SEVERO","FOGGIA","15 01 04 - imballaggi metallici "
"VINTAGE S.R.L.","SAN SEVERO","FOGGIA","15 01 06 - imballaggi in materiali misti "
"VINTAGE S.R.L.","SAN SEVERO","FOGGIA","15 01 07 - imballaggi in vetro "
"VINTAGE S.R.L.","SAN SEVERO","FOGGIA","15 01 10 -  imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze"
"VINTAGE S.R.L.","SAN SEVERO","FOGGIA","15 01 10 -  imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze "
